FrameCounter,SystemTimestamp,LedState,ComputerTimestamp,Region0R,Region1G
1151,4385.507072,0,80004950.89,0.003921569,0.003921569
1152,4385.569568,0,80005010.89,0.003921569,0.003921569
1153,4385.632064,4,80005080.9,0.03449276,0.628904412
1154,4385.69456,1,80005140.89,0.022126499,0.017579657
1155,4385.757056,0,80005200.9,0.003921569,0.003921569
1156,4385.819584,0,80005260.9,0.003921569,0.003921569
1157,4385.882048,0,80005330.9,0.003921569,0.003921569
1158,4385.944576,0,80005390.91,0.003921569,0.003921569
1159,4386.007072,0,80005450.9,0.003868574,0.003921569
1160,4386.069568,0,80005510.9,0.003921569,0.003921569
1161,4386.132064,0,80005580.9,0.003921569,0.003921569
1162,4386.19456,0,80005640.9,0.004018247,0.003921569
1163,4386.257056,0,80005700.9,0.003922285,0.003921569
1164,4386.319552,0,80005760.91,0.003921569,0.003921569
1165,4386.382048,0,80005830.9,0.003921569,0.003921569
1166,4386.444576,0,80005890.91,0.003921569,0.003921569
1167,4386.507072,0,80005950.91,0.003921569,0.003921569
1168,4386.569568,0,80006010.9,0.003921569,0.003921569
1169,4386.632064,4,80006080.92,0.034517825,0.629044118
1170,4386.69456,1,80006140.9,0.022112892,0.017606618
1171,4386.757056,0,80006200.9,0.003921569,0.003921569
1172,4386.819552,0,80006260.91,0.003921569,0.003921569
1173,4386.88208,0,80006330.91,0.003921569,0.003921569
1174,4386.944576,0,80006390.91,0.003921569,0.003921569
1175,4387.007072,0,80006450.91,0.003921569,0.003921569
1176,4387.069568,0,80006510.91,0.003921569,0.003921569
1177,4387.132064,0,80006580.92,0.003921569,0.003921569
1178,4387.19456,0,80006640.92,0.004028273,0.003921569
1179,4387.257056,0,80006700.92,0.003868574,0.003921569
1180,4387.319584,0,80006760.92,0.003921569,0.003921569
1181,4387.38208,0,80006830.91,0.003921569,0.003921569
1182,4387.444576,0,80006890.93,0.003921569,0.003921569
1183,4387.507072,0,80006950.92,0.003921569,0.003921569
1184,4387.569568,0,80007010.93,0.003921569,0.003921569
1185,4387.632064,4,80007080.93,0.034566522,0.629007353
1186,4387.69456,1,80007140.92,0.022072072,0.017640319
1187,4387.757056,0,80007200.92,0.003921569,0.003921569
1188,4387.819584,0,80007260.92,0.003921569,0.003921569
1189,4387.88208,0,80007330.93,0.003868574,0.003921569
1190,4387.944576,0,80007390.92,0.003921569,0.003921569
1191,4388.007072,0,80007450.92,0.003921569,0.003921569
1192,4388.069568,0,80007510.93,0.003921569,0.003921569
1193,4388.132064,0,80007580.94,0.003921569,0.003921569
1194,4388.19456,0,80007640.93,0.004021112,0.003921569
1195,4388.257056,0,80007700.93,0.003922285,0.003921569
1196,4388.319584,0,80007760.92,0.003921569,0.003921569
1197,4388.382048,0,80007830.94,0.003921569,0.003921569
1198,4388.444576,0,80007890.94,0.003921569,0.003921569
1199,4388.507072,0,80007950.94,0.003868574,0.003921569
1200,4388.569568,0,80008010.93,0.003921569,0.003921569
1201,4388.632064,4,80008080.94,0.034291525,0.628897059
1202,4388.69456,1,80008140.94,0.022032685,0.017581495
1203,4388.757056,0,80008200.94,0.003921569,0.003921569
1204,4388.819552,0,80008260.94,0.003921569,0.003921569
1205,4388.882048,0,80008330.95,0.003921569,0.003921569
1206,4388.944576,0,80008390.94,0.003921569,0.003921569
1207,4389.007072,0,80008450.94,0.003921569,0.003921569
1208,4389.069568,0,80008510.94,0.003921569,0.003921569
1209,4389.132064,0,80008580.95,0.003868574,0.003921569
1210,4389.19456,0,80008640.95,0.004028273,0.003921569
1211,4389.257056,0,80008700.94,0.003924433,0.003921569
1212,4389.319552,0,80008760.94,0.003921569,0.003921569
1213,4389.38208,0,80008830.94,0.003921569,0.003921569
1214,4389.444576,0,80008890.95,0.003921569,0.003921569
1215,4389.507072,0,80008950.95,0.003921569,0.003921569
1216,4389.569568,0,80009010.95,0.003921569,0.003921569
1217,4389.632064,4,80009080.96,0.034542173,0.629155025
1218,4389.69456,1,80009140.95,0.02211146,0.017598039
1219,4389.757056,0,80009200.95,0.003868574,0.003921569
1220,4389.819584,0,80009260.95,0.003921569,0.003921569
1221,4389.88208,0,80009330.95,0.003921569,0.003921569
1222,4389.944576,0,80009390.94,0.003921569,0.003921569
1223,4390.007072,0,80009450.95,0.003921569,0.003921569
1224,4390.069568,0,80009510.96,0.003921569,0.003921569
1225,4390.132064,0,80009580.95,0.003921569,0.003921569
1226,4390.19456,0,80009640.96,0.004021112,0.003921569
1227,4390.257056,0,80009700.96,0.003923001,0.003921569
1228,4390.319584,0,80009760.96,0.003921569,0.003921569
1229,4390.38208,0,80009830.95,0.003868574,0.003921569
1230,4390.444576,0,80009890.95,0.003921569,0.003921569
1231,4390.507072,0,80009950.96,0.003921569,0.003921569
1232,4390.569568,0,80010010.96,0.003921569,0.003921569
1233,4390.632064,4,80010080.97,0.034676807,0.62898652
1234,4390.69456,1,80010140.96,0.022112892,0.017601716
1235,4390.757056,0,80010200.96,0.003921569,0.003921569
1236,4390.819584,0,80010260.96,0.003921569,0.003921569
1237,4390.882048,0,80010330.96,0.003921569,0.003921569
1238,4390.944576,0,80010390.97,0.003921569,0.003921569
1239,4391.007072,0,80010450.96,0.003868574,0.003921569
1240,4391.069568,0,80010510.97,0.003921569,0.003921569
1241,4391.132064,0,80010580.98,0.003921569,0.003921569
1242,4391.19456,0,80010640.96,0.004025409,0.003921569
1243,4391.257056,0,80010700.97,0.003923001,0.003921569
1244,4391.319552,0,80010760.97,0.003921569,0.003921569
1245,4391.38208,0,80010830.98,0.003921569,0.003921569
1246,4391.444576,0,80010890.97,0.003921569,0.003921569
1247,4391.507072,0,80010950.97,0.003921569,0.003921569
1248,4391.569568,0,80011010.98,0.003921569,0.003921569
1249,4391.632064,4,80011080.98,0.034398946,0.629003676
1250,4391.69456,1,80011140.98,0.022084963,0.017684436
1251,4391.757056,0,80011200.98,0.003921569,0.003921569
1252,4391.819552,0,80011260.98,0.003921569,0.003921569
1253,4391.88208,0,80011330.99,0.003921569,0.003921569
1254,4391.944576,0,80011390.97,0.003921569,0.003921569
1255,4392.007072,0,80011450.97,0.003921569,0.003921569
1256,4392.069568,0,80011510.97,0.003921569,0.003921569
1257,4392.132064,0,80011580.97,0.003921569,0.003921569
1258,4392.19456,0,80011640.98,0.004022544,0.003921569
